日期,AQI,范围,质量等级,PM2.5,PM10,SO2,CO,NO2,O3,排名,最高气温,最低气温,天气,Wind_dir,风力
2014/7/23,63,42~86,良,25.7,74.3,5.7,0.708,59.3,115,110,33,23,多云,南风,小于3级
2014/7/24,87,63~119,良,60.8,112,6.3,0.976,68.3,134,152,32,24,阴转多云,西风,小于3级
2014/7/25,110,71~134,轻度污染,64.3,90.6,7,1.221,42.8,207,167,35,22,晴,西南风,小于3级
2014/7/26,155,105~193,中度污染,94,135.5,10.1,1.184,41.3,286,170,35,25,晴转多云,南风,小于3级
2014/7/27,160,106~198,中度污染,106.5,154.2,17.6,0.975,34.9,282,173,35,24,多云转晴,南风,小于3级
2014/7/28,168,109~212,中度污染,121.9,155.6,8.9,0.942,32.8,239,178,33,24,多云转雷阵雨,南风,小于3级
2014/7/29,165,118~249,中度污染,125.5,149.5,5,0.849,28.2,201,180,29,22,中雨转多云,西南风,小于3级
2014/7/30,160,83~251,中度污染,119.6,68.5,2.6,1.352,28.1,162,181,32,24,多云转晴,东风,小于3级
2014/7/31,246,207~267,重度污染,195.1,76.4,3.4,1.634,35.9,226,189,33,24,晴,东南风,小于3级
2014/8/1,198,156~225,中度污染,150.2,127.8,3.1,1.346,35.1,223,187,34,25,多云,南风,小于3级
2014/8/2,164,125~191,中度污染,124,131.5,2.9,1.072,39,259,184,32,26,多云转阴,北风,小于3级
2014/8/3,152,86~216,中度污染,110.6,139.3,2.3,1.015,39.1,224,173,29,24,中雨转雷阵雨,东北风,小于3级
2014/8/4,51,22~98,良,31.2,42.9,2.7,0.612,36.1,59,52,31,21,阴转晴,东北风,小于3级
2014/8/5,49,19~82,优,24.3,49.8,5.1,0.579,37,169,63,31,21,多云转晴,西南风,小于3级
2014/8/6,60,29~91,良,31.4,63.9,2.9,0.58,46.4,122,102,31,21,晴,东风,小于3级
2014/8/7,114,77~161,轻度污染,62,92.2,10,1.134,44.9,248,179,31,21,晴转多云,西南风,小于3级
2014/8/8,107,81~140,轻度污染,64.3,102.7,7.9,1.064,45.1,220,178,30,21,多云转阴,南风,小于3级
2014/8/9,134,95~186,轻度污染,80,122.8,9.1,1.062,40.3,229,185,31,21,雷阵雨转多云,西北风,小于3级
2014/8/10,78,33~126,良,31.8,49,2.9,0.59,32.6,202,116,33,22,晴,东风,小于3级
2014/8/11,51,27~82,良,23.7,48.1,2.9,0.48,39.7,139,63,31,21,晴转阴,东北风,小于3级
2014/8/12,71,29~117,良,24.7,57.7,5.6,0.645,44.6,201,107,26,19,中雨转阵雨,西风,小于3级
2014/8/13,45,29~81,优,25.5,35.2,2,0.606,34.2,104,62,31,18,多云,西南风,小于3级
2014/8/14,61,29~104,良,29.1,44.2,3.7,0.633,39,196,105,31,20,雷阵雨转多云,南风,小于3级
2014/8/15,76,40~107,良,34.5,68.6,4.5,0.619,49.2,210,110,32,20,晴转多云,东北风,小于3级
2014/8/16,97,56~158,良,54.8,92.5,6.3,0.868,49.4,250,126,28,22,多云转雷阵雨,东南风,小于3级
2014/8/17,98,55~193,良,52.7,88.3,4.6,0.784,32,201,151,31,21,阴转多云,南风,小于3级
2014/8/18,88,50~138,良,56.7,84.4,5.6,0.819,38,219,145,32,21,多云转晴,南风,小于3级
2014/8/19,129,103~157,轻度污染,84.4,119.1,6,0.962,40.2,239,184,33,22,晴转多云,南风,小于3级
2014/8/20,143,114~179,轻度污染,104.3,146.4,13.9,1.082,40.7,256,180,33,23,多云转晴,东南风,小于3级
2014/8/21,179,135~210,中度污染,126.4,168.8,8.8,1.148,48.9,279,181,31,23,多云转雷阵雨,东风,小于3级
2014/8/22,80,35~139,良,51.3,80.4,3.3,0.795,57.7,93,98,31,22,雷阵雨转阴,西南风,小于3级
2014/8/23,142,113~174,轻度污染,106.5,137,5,1.095,55.5,251,178,32,22,雷阵雨转多云,北风,小于3级转3-4级
2014/8/24,47,23~94,优,16.8,37.9,4.2,0.438,27.4,110,66,32,19,晴,东风,3-4级转小于3级
2014/8/25,45,25~73,优,16.4,42,3.8,0.445,36.2,116,50,33,19,晴,西南风,小于3级
2014/8/26,61,36~83,良,22.8,65.9,5.5,0.523,55.7,160,76,33,19,晴转多云,西南风,小于3级
2014/8/27,91,61~136,良,47.3,106.7,7.6,0.703,59.1,219,145,28,20,多云转雷阵雨,东南风,小于3级
2014/8/28,104,81~132,轻度污染,77.4,118.7,7.1,0.913,53.6,150,168,28,19,中雨转多云,东北风,小于3级
2014/8/29,99,75~127,良,73.6,82.2,4,0.978,34.7,171,165,28,19,多云转阵雨,南风,小于3级
2014/8/30,171,117~208,中度污染,128.8,147.6,4.4,1.53,58.2,77,186,25,19,中雨转阵雨,北风,小于3级
2014/8/31,87,64~116,良,64,49.1,2.2,0.985,29.6,157,159,27,20,多云转雷阵雨,东北风,小于3级
2014/9/1,126,46~177,轻度污染,94.9,83.4,3.1,1.592,45.1,119,170,23,19,暴雨,东风,小于3级
2014/9/2,36,26~53,优,20.1,15.4,2,0.842,31.2,74,41,28,18,阵雨转晴,北风,小于3级
2014/9/3,36,18~65,优,14.9,34.8,5.2,0.551,37.6,140,55,32,18,晴,西南风,小于3级
2014/9/4,76,60~100,良,39.5,90.6,5.2,0.824,61,189,123,30,17,晴,西南风,小于3级
2014/9/5,121,80~196,轻度污染,86.2,137.6,8.6,1.029,51.3,229,153,28,19,晴转多云,南风,小于3级
2014/9/6,184,150~204,中度污染,138.3,160.7,11.7,1.402,38.9,219,189,29,21,阵雨转阴,南风,小于3级
2014/9/7,196,149~256,中度污染,150.5,182.2,9.8,1.262,43.9,191,186,29,20,多云转晴,北风,3-4级
2014/9/8,47,28~110,优,13.5,30,3.7,0.344,24,110,53,29,17,多云,西南风,小于3级
2014/9/9,74,39~110,良,35.8,82.6,5.4,0.643,48.7,204,117,28,16,晴转多云,南风,小于3级
2014/9/10,97,77~133,良,63.4,111,11,1.077,56.7,185,157,24,18,阴转阵雨,东南风,小于3级
2014/9/11,110,81~135,轻度污染,82.3,123.5,15.6,1.423,63.8,133,174,25,18,阵雨,东北风,小于3级
2014/9/12,98,77~144,良,72.9,53.8,3.7,0.963,50.7,91,177,26,17,多云,西风,小于3级
2014/9/13,93,69~115,良,67.2,96.2,7.1,0.802,49.3,166,173,25,19,阴,西南风,小于3级
2014/9/14,69,20~111,良,41.8,76.6,3.3,0.54,47.5,76,118,27,15,多云转晴,西南风,小于3级
2014/9/15,45,18~76,优,17.9,47.9,5,0.401,36.4,100,83,26,13,晴转多云,西南风,小于3级
2014/9/16,71,40~100,良,38.1,90.9,4.9,0.594,66.3,45,148,24,14,阴转多云,西南风,小于3级
2014/9/17,75,54~113,良,50.7,88.4,3.9,0.708,61.4,78,160,25,12,晴,西南风,小于3级
2014/9/18,89,60~115,良,62.3,94.4,3.6,0.731,58.7,149,161,25,14,多云转阴,西南风,小于3级
2014/9/19,112,75~171,轻度污染,83.7,119.3,6.6,0.893,59.7,142,167,28,16,雷阵雨转晴,东北风,小于3级
2014/9/20,158,131~230,中度污染,120.4,124.4,4.9,1.18,52.9,191,182,27,16,晴,东南风,小于3级
2014/9/21,132,82~232,轻度污染,99.6,118.7,14.8,1.727,46,133,173,23,17,雾转阵雨,东南风,小于3级
2014/9/22,124,103~149,轻度污染,93.5,107.6,10.9,1.982,58.8,56,172,20,17,中雨,东北风,小于3级
2014/9/23,67,40~120,良,47.9,22.3,2.4,1.084,40.2,31,105,23,16,小雨转多云,东南风,小于3级
2014/9/24,50,23~97,优,33.7,40.2,2.2,0.786,44.8,91,64,24,14,晴转多云,南风,小于3级
2014/9/25,143,86~205,轻度污染,107,129.6,3.1,1.291,53,81,170,22,16,阴转阵雨,南风,小于3级
2014/9/26,164,111~218,中度污染,124,102.6,8.9,1.574,62,76,174,24,15,多云,东北风,小于3级
2014/9/27,52,22~138,良,30,36.2,3,0.583,41.9,96,45,24,15,晴转多云,北风,小于3级
2014/9/28,84,66~116,良,56.1,106.7,8.4,1.209,67.2,64,134,23,16,阴转多云,西南风,小于3级转4-5级
2014/9/29,78,23~125,良,51.4,76.9,3.5,0.881,38.3,73,113,17,10,晴转多云,东风,小于3级
2014/9/30,49,32~78,优,23.7,51.6,7.4,0.617,39,52,82,15,11,阴转中雨,南风,小于3级
2014/10/1,91,71~114,良,66.5,77.3,4.2,0.967,57.3,8,163,22,10,小雨转多云,北风,小于3级
2014/10/2,76,57~89,良,54.5,51.1,4,0.952,46.3,55,112,19,11,雾,西南风,小于3级
2014/10/3,120,72~192,轻度污染,89.2,108.3,4.2,1.589,52.3,25,146,15,12,小雨,南风,小于3级
2014/10/4,101,71~174,轻度污染,75.1,48.4,2.4,1.138,39,68,156,21,12,阴转晴,东南风,小于3级转3-4级
2014/10/5,48,21~91,优,29.7,40.2,2,0.697,29.9,78,48,20,8,晴,东风,小于3级
2014/10/6,48,31~86,优,25.1,50,2.8,0.456,46.9,82,30,22,9,晴,南风,小于3级
2014/10/7,180,88~267,中度污染,139.6,181.1,12.3,1.289,86.4,121,163,22,11,晴,东北风,小于3级
2014/10/8,310,248~383,严重污染,258.8,292.2,9.7,2.094,102.5,83,184,22,13,霾,北风,小于3级
2014/10/9,380,348~417,严重污染,330.6,353,5.7,2.283,92,111,187,22,14,霾,东北风,小于3级
2014/10/10,351,314~396,严重污染,300.4,268.5,12.7,2.358,84.5,134,186,21,13,霾转阵雨,北风,小于3级转3-4级
2014/10/11,233,25~351,重度污染,190.3,126.2,6.6,1.804,60.8,73,147,17,14,阵雨转晴,北风,4-5级
2014/10/12,25,20~28,优,6.2,8.9,2.9,0.249,22.3,61,10,18,6,阴转晴,北风,小于3级
2014/10/13,33,17~75,优,13.1,31.2,4.5,0.326,33.9,60,21,20,4,晴,西南风,小于3级
2014/10/14,72,50~120,良,43,88.3,7.6,0.688,61.2,83,62,22,7,多云转晴,西南风,小于3级转4-5级
2014/10/15,81,33~131,良,43.3,99.1,4.5,0.585,43.7,71,55,22,6,晴,北风,3-4级转小于3级
2014/10/16,73,48~104,良,33.9,93.9,7.5,0.63,54.7,91,68,22,7,晴,西南风,小于3级
2014/10/17,128,85~192,轻度污染,93.8,176.2,11.1,1.214,104.2,78,136,22,8,霾,东北风,小于3级
2014/10/18,195,116~296,中度污染,152,229.2,17.1,2.006,114.7,163,159,21,11,霾,东风,小于3级
2014/10/19,294,238~360,重度污染,242.9,313.3,11.7,2.456,118.7,88,188,20,10,霾,西南风,小于3级
2014/10/20,249,170~299,重度污染,198.2,212.2,4.8,1.555,73.9,72,184,17,9,雾转晴,东南风,小于3级
2014/10/21,67,40~90,良,33.9,81.4,19.2,1.21,57,39,75,19,7,晴,南风,小于3级
2014/10/22,101,69~135,轻度污染,71.2,136.2,11,1.273,75,12,119,20,8,多云转霾,东北风,小于3级
2014/10/23,157,121~210,中度污染,118.5,175.5,13.1,1.527,85.2,38,151,18,12,霾,东北风,小于3级
2014/10/24,268,195~349,重度污染,217.1,265.5,11.2,2.083,88.4,99,181,19,11,雾转霾,东北风,小于3级
2014/10/25,341,274~420,严重污染,291.4,327,6.4,2.431,87.4,103,187,18,12,雾转晴,东风,3-4级转4-5级
2014/10/26,86,17~370,良,58.9,62,2.7,0.674,39.8,69,45,14,4,晴,东北风,3-4级转小于3级
2014/10/27,52,20~83,良,25.3,61,11.2,0.673,51.8,54,46,16,3,晴,南风,小于3级
2014/10/28,83,60~100,良,60.1,106.3,11.6,0.987,69.2,45,114,15,6,多云转霾,北风,小于3级
2014/10/29,140,110~188,轻度污染,105.1,161.1,12.6,1.295,88.7,55,162,15,9,阴转多云,东风,小于3级
2014/10/30,203,172~235,重度污染,155,194.3,16.6,1.675,99.2,35,173,14,10,雾转小雨,北风,小于3级
2014/10/31,201,168~225,重度污染,152.3,180.5,10.5,2.12,88.7,22,168,17,9,雾转多云,西南风,小于3级转3-4级
2014/11/1,87,24~222,良,57.3,85.9,5.9,1.068,49.3,55,73,13,6,多云转晴,北风,4-5级
2014/11/2,30,20~46,优,7.3,24.6,3.9,0.331,23.4,63,15,17,2,晴,南风,3-4级转小于3级
2014/11/3,50,26~71,优,23.7,53.8,5.1,0.745,44.4,77,39,17,3,晴,西南风,小于3级
2014/11/4,126,64~242,轻度污染,94.1,134,15.7,1.36,69.5,61,116,18,5,晴,东风,小于3级转3-4级
2014/11/5,110,29~237,轻度污染,76.3,98.2,7.4,1.216,51.4,69,88,12,6,晴,北风,3-4级转小于3级
2014/11/6,34,26~65,优,9,20.3,3,0.328,21.3,67,15,10,2,多云转阴,西南风,小于3级
2014/11/7,62,55~69,良,41.8,67.9,13.5,1.184,47.8,34,82,12,2,阴转晴,西南风,小于3级
2014/11/8,91,70~113,良,67.2,85.1,10.2,1.417,54.9,75,140,12,2,阴转晴,西南风,小于3级
2014/11/9,80,48~110,良,57.8,77.8,6.6,1.113,57.5,78,98,12,2,阴转晴,西南风,小于3级
2014/11/10,92,60~156,良,67.9,87.1,8.7,1.34,66.7,50,81,13,3,阴,西风,3-4级转4-5级
2014/11/11,70,25~158,良,34,66.5,4.1,0.686,31,63,55,9,2,晴,西北风,3-4级转4-5级
2014/11/12,42,27~63,优,5.2,41,2.7,0.222,10.3,70,40,11,-1,晴,西北风,3-4级转小于3级
2014/11/13,44,22~67,优,22.2,44.6,7.3,0.742,46.9,63,29,12,-2,晴,西南风,小于3级
2014/11/14,54,26~103,良,33,60,15,1.031,56.8,53,31,9,0,多云转阴,南风,小于3级
2014/11/15,123,64~231,轻度污染,92.5,137.4,31.4,2.042,84.3,10,119,11,1,小雨转多云,西南风,小于3级转3-4级
2014/11/16,106,22~215,轻度污染,74.9,108.9,15.6,1.577,55,56,83,11,0,晴,北风,小于3级
2014/11/17,38,19~82,优,21.8,40.5,13.7,0.736,45.5,65,14,13,-2,晴,西风,小于3级
2014/11/18,78,57~179,良,55.4,93,28.3,1.718,69.4,24,54,10,0,多云转阴,东风,小于3级
2014/11/19,267,158~353,重度污染,217.7,284.7,43.8,3.317,122.8,9,177,12,0,雾转霾,东北风,小于3级
2014/11/20,342,302~419,严重污染,291.6,360,29.5,3.718,135.9,14,186,12,-1,霾转晴,北风,小于3级
2014/11/21,225,33~427,重度污染,186.9,238.5,20.7,2.833,111,37,127,11,0,晴,北风,小于3级
2014/11/22,50,18~138,优,31.4,54.2,14.3,0.822,55.4,49,24,8,0,阴,东北风,小于3级
2014/11/23,156,114~216,中度污染,118.4,166,22.2,2.382,91.2,9,132,11,0,晴,北风,小于3级
2014/11/24,103,34~219,轻度污染,75.1,112.5,15.6,1.753,72.3,44,113,9,-2,多云,南风,小于3级
2014/11/25,174,98~290,中度污染,135.7,178.4,28.2,2.487,93.6,26,166,8,-1,雾转霾,北风,小于3级
2014/11/26,283,223~384,重度污染,231.6,287.9,37.9,3.563,120.2,8,183,7,1,霾转阴,东北风,小于3级
2014/11/27,102,26~394,轻度污染,72.7,108.4,11.6,1.203,57,45,67,8,0,阴转多云,西南风,小于3级
2014/11/28,111,64~225,轻度污染,78.8,146.8,22.3,1.624,71.7,36,142,7,-1,多云转霾,西南风,小于3级
2014/11/29,268,220~321,重度污染,217,297.4,18.9,3.425,91.7,3,186,6,2,小雨转多云,东北风,3-4级转5-6级
2014/11/30,209,26~500,重度污染,88.5,241.3,9.3,1.333,40.3,59,154,-1,-6,晴,西北风,5-6级
2014/12/1,56,20~466,良,9.8,56.7,6,0.464,18.1,59,27,2,-7,晴,北风,3-4级转小于3级
2014/12/2,25,16~55,优,11.9,21.1,9.6,0.654,34.2,37,6,1,-7,晴,北风,小于3级转4-5级
2014/12/3,56,37~73,良,7.9,63.4,5.7,0.301,14.3,63,59,3,-7,晴,西北风,5-6级转4-5级
2014/12/4,33,27~47,优,7.3,29.5,6.4,0.328,16.9,63,35,4,-8,晴,东北风,4-5级转小于3级
2014/12/5,42,20~127,优,24.6,45,16.4,0.761,40.1,63,33,4,-7,晴,东风,小于3级
2014/12/6,83,34~132,良,58.2,90.7,33.2,1.765,68.8,43,82,5,-4,小雪转晴,东风,小于3级转3-4级
2014/12/7,75,28~144,良,49.1,77.1,27.3,1.463,48.2,55,75,5,-7,晴,北风,3-4级转小于3级
2014/12/8,78,22~164,良,55.5,80.3,29.5,1.289,59.8,41,78,2,-6,晴转霾,西南风,小于3级
2014/12/9,267,178~331,重度污染,216.6,280,65,4.8,108.3,7,182,5,-3,小雪转多云,东北风,小于3级转5-6级
2014/12/10,186,30~324,中度污染,127.3,216.1,27.5,2.516,61.3,64,130,3,-5,晴,北风,5-6级转3-4级
2014/12/11,40,19~85,优,19.8,38.3,15.1,0.571,31.7,60,29,3,-4,晴,西北风,4-5级
2014/12/12,41,23~63,优,11,40.9,7.9,0.433,21.8,56,21,4,-7,晴,西南风,3-4级转小于3级
2014/12/13,68,32~128,良,42.2,79.5,23.7,1.117,48.8,44,61,4,-7,晴转多云,北风,小于3级
2014/12/14,110,55~182,轻度污染,81.8,123,42.8,2.07,74.9,34,94,3,-4,多云转晴,北风,3-4级转5-6级
2014/12/15,109,26~249,轻度污染,63.9,116.9,26.6,1.483,44.3,65,67,0,-6,晴,西北风,4-5级转5-6级
2014/12/16,34,24~52,优,6.8,29.8,5.9,0.337,13.9,57,13,5,-6,晴,西北风,3-4级转小于3级
2014/12/17,95,26~189,良,67.2,111.2,32.5,1.56,62.7,50,117,5,-7,晴转霾,东北风,小于3级
2014/12/18,186,139~233,中度污染,142.7,193.7,79,3.876,93.2,13,170,5,-4,阴转晴,东北风,3-4级转4-5级
2014/12/19,57,24~209,良,31.4,54.2,14.4,0.962,33,65,33,2,-5,晴,北风,4-5级转3-4级
2014/12/20,22,16~39,优,8.6,17,10,0.476,23.8,53,3,3,-6,晴,西北风,3-4级转小于3级
2014/12/21,39,22~75,优,15.2,36.3,13.3,0.607,29.8,51,25,6,-6,晴,西风,3-4级转小于3级
2014/12/22,94,56~139,良,69.3,114,39.5,2.084,73.6,41,101,8,-5,霾,北风,小于3级转3-4级
2014/12/23,99,41~146,良,73,110.3,48.6,2.434,76.7,33,73,5,-1,晴,北风,3-4级
2014/12/24,32,28~41,优,12,30.7,16.6,0.504,32.3,64,5,6,-5,晴,西北风,小于3级
2014/12/25,43,21~99,优,27,43.4,22.3,1.002,53.2,66,20,4,-5,晴转霾,南风,小于3级
2014/12/26,152,94~223,中度污染,114.7,154.8,58.4,3.009,91.6,12,139,6,-5,霾,东北风,小于3级
2014/12/27,239,179~340,重度污染,189.7,235.7,70.3,4.137,124.6,12,165,7,-5,霾转晴,西南风,小于3级
2014/12/28,161,67~320,中度污染,120.7,186.1,51,2.774,91.3,66,111,10,-4,晴,南风,小于3级
2014/12/29,134,52~242,轻度污染,96.1,165.4,41.4,2.759,83.4,61,91,6,-4,晴转多云,东南风,小于3级
2014/12/30,53,23~119,良,24.2,60.5,21.7,1.035,50.7,63,24,0,-5,多云转晴,西北风,5-6级
2014/12/31,44,26~94,优,5.8,46,6.5,0.31,12.1,60,42,3,-8,晴,西北风,3-4级转小于3级
2015/1/1,61,20~121,良,41,66.8,23.8,1.09,49.9,51,190,8,-5,晴,东北风,小于3级
2015/1/2,72,20~150,良,50.6,80.3,31.4,1.333,60,50,133,8,-6,霾,南风,小于3级
2015/1/3,194,163~256,中度污染,148.2,193.4,66.7,3.24,100.7,22,315,6,-5,霾,东北风,小于3级
2015/1/4,218,142~306,重度污染,173.8,224.9,74.8,3.67,119.6,26,279,9,-1,霾转晴,东北风,小于3级转4-5级
2015/1/5,155,34~262,中度污染,106.6,156.4,57.2,2.887,70,69,208,6,-4,晴,北风,4-5级转小于3级
2015/1/6,53,23~138,良,34.2,51.2,22.2,0.803,40.1,58,108,3,-6,晴,西南风,小于3级
2015/1/7,85,38~146,良,61.8,89.1,38.1,1.769,64,40,193,5,-6,多云,西南风,小于3级
2015/1/8,163,104~277,中度污染,124.1,151,49.4,2.978,91.9,15,297,7,-3,晴,西南风,小于3级
2015/1/9,99,19~269,良,73.3,92.8,32.3,1.568,61.3,64,128,9,-5,晴,西南风,小于3级
2015/1/10,191,96~270,中度污染,146.7,174.3,54.8,2.805,94.5,48,287,5,-3,晴,东风,3-4级转小于3级
2015/1/11,56,18~153,良,37.3,55,18,0.892,46.5,50,81,4,-6,晴转霾,南风,小于3级
2015/1/12,154,125~220,中度污染,116.9,146,43,2.176,72.2,37,304,3,-5,霾,东南风,小于3级
2015/1/13,203,161~264,重度污染,155.8,183.3,54,2.81,91.8,21,335,2,-5,霾转小雪,东北风,小于3级
2015/1/14,265,215~317,重度污染,213.9,250.8,54.1,3.085,100.3,7,356,3,-5,雾转霾,西南风,小于3级
2015/1/15,373,281~460,严重污染,328.3,375.5,34.3,4.725,111.4,7,363,4,-3,霾转多云,西南风,3-4级转5-6级
2015/1/16,138,19~458,轻度污染,111.9,119.5,9.2,1.633,41.8,68,121,4,-7,晴,北风,3-4级转小于3级
2015/1/17,83,20~171,良,59.5,71.3,29.5,1.198,57.2,44,148,6,-5,阴转晴,西风,小于3级转4-5级
2015/1/18,112,48~185,轻度污染,68.4,109.7,29.9,1.488,51.6,77,201,5,-6,晴,西北风,3-4级转小于3级
2015/1/19,66,27~128,良,42.9,73.7,25,1.285,58.7,59,110,5,-5,晴转多云,东北风,小于3级
2015/1/20,112,94~144,轻度污染,84.1,107.6,43.8,1.992,74.5,34,232,5,-2,多云转晴,西北风,3-4级
2015/1/21,33,19~85,优,19.1,23.4,15.8,0.633,32.2,68,19,6,-7,晴,西南风,小于3级
2015/1/22,129,48~242,轻度污染,97.7,120.6,39.1,2.001,79.6,45,204,7,-6,霾,南风,小于3级
2015/1/23,257,222~307,重度污染,206.1,232.7,61.4,3.558,120.9,20,358,2,-3,霾转阴,东风,小于3级
2015/1/24,130,74~299,轻度污染,95.7,145.1,33,1.995,69.8,34,188,4,-5,阴转霾,东南风,小于3级
2015/1/25,175,115~257,中度污染,134.3,99.6,15.6,1.741,60.5,37,249,5,-4,霾转阴,西南风,小于3级转4-5级
2015/1/26,136,23~271,轻度污染,102.3,106.5,10.9,1.665,42.7,64,160,2,-7,多云转晴,北风,4-5级转小于3级
2015/1/27,33,23~66,优,16.9,28,14.3,0.618,29.2,60,44,0,-7,晴转多云,西南风,小于3级
2015/1/28,52,19~125,良,36.7,47.4,21.3,1.035,49.3,49,142,4,-5,阴转晴,南风,小于3级转3-4级
2015/1/29,89,24~182,良,62.6,77.2,21.9,1.197,41.3,68,202,3,-6,晴,北风,3-4级转小于3级
2015/1/30,28,22~39,优,11.6,21.4,12.3,0.527,25.6,70,22,4,-8,晴,东北风,小于3级
2015/1/31,43,19~131,优,29.5,42,19,0.838,42.5,59,69,2,-7,晴转多云,西南风,小于3级
2015/2/1,103,55~191,轻度污染,76.6,98.5,40.8,1.899,67.3,35,232,3,-6,多云转阴,西南风,小于3级
2015/2/2,184,125~229,中度污染,139.2,155.7,56.5,2.459,86.7,26,321,8,-5,霾,西北风,小于3级转4-5级
2015/2/3,156,33~255,中度污染,117.4,78.7,28.8,1.907,61,80,229,6,-2,晴,西北风,3-4级转4-5级
2015/2/4,37,25~79,优,10.5,32.3,9.2,0.377,19.8,73,45,8,-3,晴,北风,4-5级转小于3级
2015/2/5,45,27~97,优,27,35.3,16,0.706,42.1,72,68,8,-4,晴转多云,西风,小于3级
2015/2/6,89,50~141,良,65.4,78.3,30,1.78,72.4,57,169,4,-1,阴转晴,西南风,3-4级转5-6级
2015/2/7,37,25~108,优,13.4,26,10.3,0.432,22.1,81,24,3,-7,晴,北风,4-5级转3-4级
2015/2/8,45,26~119,优,23.5,31.8,16.5,0.585,29.5,68,74,7,-6,晴,南风,小于3级
2015/2/9,144,105~221,轻度污染,108.7,126.8,47.6,1.9,78.5,42,319,7,-6,晴,南风,小于3级
2015/2/10,163,93~216,中度污染,122.8,138.3,47.3,2.393,93.7,70,314,8,-1,多云转晴,西南风,小于3级
2015/2/11,62,32~179,良,41,56.1,23,1.011,43.7,88,73,8,-1,多云转晴,西南风,小于3级
2015/2/12,50,29~116,良,31.8,41.6,16.1,0.769,43.6,83,62,8,-5,多云~晴,西南风,小于3级
2015/2/13,157,116~275,中度污染,120.6,131.4,33.5,2.137,83.4,60,281,11,-3,晴转霾,北风,小于3级
2015/2/14,287,232~376,重度污染,236.4,238.6,55.4,3.163,109.3,83,357,10,-1,霾,东北风,小于3级
2015/2/15,335,258~380,严重污染,284.5,307.8,78.2,4.415,113.4,25,360,11,-1,霾转阴,西南风,小于3级转4-5级
2015/2/16,164,38~303,中度污染,121.2,155.8,30.5,2.271,54.1,76,206,12,-1,晴,东北风,3-4级
2015/2/17,43,29~75,优,21.9,41.4,10,0.534,28.3,83,35,10,-1,晴,西南风,小于3级
2015/2/18,68,19~226,良,46,56.5,18.2,0.74,30.5,85,98,9,-3,霾,西南风,小于3级
2015/2/19,266,175~436,重度污染,217.8,248.5,54.7,1.493,41.8,72,346,4,-2,小雪转雨夹雪,西南风,小于3级
2015/2/20,181,141~245,中度污染,138.3,29.2,8.7,1.449,37.8,51,353,7,-1,小雪转雾,南风,小于3级转5-6级
2015/2/21,279,176~500,重度污染,152.4,172.1,8.7,1.632,31.9,77,361,5,-4,晴,西北风,5-6级转4-5级
2015/2/22,199,66~500,中度污染,41.9,277,4,0.395,14.5,70,246,6,-5,晴,暂无实况,小于3级
2015/2/23,94,60~261,良,55.3,113.8,20.6,0.789,33.6,74,212,5,-6,晴转阴,西南风,小于3级
2015/2/24,198,139~267,中度污染,153.1,213,33.9,2.123,58.7,66,352,5,-1,霾转多云,东南风,4-5级
2015/2/25,107,20~274,轻度污染,77,109.5,10,1.062,32.3,85,165,5,-5,晴,东北风,3-4级
2015/2/26,34,27~40,优,12.7,25.7,6,0.379,18.1,82,59,3,-5,晴转多云,东北风,小于3级
2015/2/27,41,25~69,优,23.1,37.1,13.2,0.671,29.7,56,124,3,-2,小雪,南风,小于3级
2015/2/28,163,60~272,中度污染,123.3,126.5,7.9,1.276,40,46,336,10,-3,雾转晴,西北风,3-4级
2015/3/1,74,30~166,良,44.6,90.5,11.5,0.887,39.3,84,201,11,-3,晴转多云,东南风,3-4级转5-6级
2015/3/2,86,37~143,良,53.3,82.4,17.3,1.356,44.5,84,222,4,-2,多云转晴,北风,5-6级
2015/3/3,49,36~80,优,7.6,48.2,2.2,0.283,10.4,82,100,6,-4,晴,北风,3-4级转小于3级
2015/3/4,42,20~96,优,24.5,41.2,12,0.637,31,81,94,8,-5,晴转多云,西南风,小于3级
2015/3/5,144,88~265,轻度污染,110,129.3,46.5,1.559,59,80,353,11,-3,霾转晴,南风,小于3级转3-4级
2015/3/6,246,206~327,重度污染,195,217.3,59.3,2.149,82.1,82,361,11,-2,霾,南风,小于3级
2015/3/7,282,219~331,重度污染,231.4,246.3,41.1,2.388,82.7,112,366,13,0,霾转阴,东风,小于3级转4-5级
2015/3/8,171,28~292,中度污染,128.6,148,21.8,1.425,52.7,86,239,5,-2,晴,北风,4-5级
2015/3/9,40,35~69,优,7.3,27.9,2.8,0.31,14.4,83,58,9,-6,晴,北风,3-4级转小于3级
2015/3/10,48,25~105,优,30,45,12.7,0.753,38.9,93,95,12,-3,晴,东北风,小于3级
2015/3/11,56,23~100,良,36.6,51.9,13.3,0.951,46.1,83,129,12,-4,晴转多云,西南风,小于3级
2015/3/12,84,54~125,良,61.1,78.6,20.7,1.168,59.8,75,193,13,-2,晴,东风,小于3级
2015/3/13,89,29~154,良,63.7,81.6,20.9,1.304,59.6,93,175,13,0,晴转多云,东南风,小于3级
2015/3/14,129,80~200,轻度污染,96.7,119.2,39.6,1.865,83.3,50,261,16,2,多云转晴,东风,小于3级转3-4级
2015/3/15,148,100~206,轻度污染,102.9,198.2,26.2,1.706,72.7,109,288,18,3,阴转霾,南风,小于3级
